"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ocrl",0.763218593789821,0.143371188921438,1,1,1
"Slco4a1",0.76326515321252,0.0576520620300474,0.667,0.667,1
"Fgd4",0.76329648784508,0.155471042458701,1,1,1
"Rpl31",0.763356033913554,0.0393649065846731,1,1,1
"Zfp668",0.763362017217607,0.0595602702052918,1,1,1
"Gls2",0.763443350022755,0.0204359069942637,0.444,0.333,1
"Phldb1",0.763532099946299,0.0778715961842704,1,1,1
"Arxes2",0.763615963732374,0.0522778073008143,0.889,0.778,1
"Adgrv1",0.763636181910371,-0.00962657220460938,0.778,0.889,1
"Zyg11b",0.763938757318142,0.151000086148867,1,1,1
"Adal",0.763944283226415,0.0187967630743886,1,1,1
"Ly86",0.763976075207987,0.0672035320459723,1,1,1
"Gm11549",0.764061382024944,-0.00898370455602482,0,0.111,1
"Krt1",0.764081880142516,0.0210801247491759,0.333,0.222,1
"Fam199x",0.764139051465665,0.0648771131515837,1,1,1
"S100g",0.764157708737667,0.0154014341409847,0.333,0.111,1
"Gm15956",0.764319978498514,0.00828521491739798,0.444,0.333,1
"Gas2l3",0.764324467437416,0.0931897345659678,1,1,1
"BC017158",0.76433117849424,0.0491314209924596,1,1,1
"Agbl1",0.764353414229077,0.0208079838915212,0.222,0,1
"Olfr129",0.764353414229077,0.0208079838915212,0.222,0,1
"Sc5d",0.764845121415215,0.17136652666501,1,1,1
"A130051J06Rik",0.764853336362634,0.00362416694325818,0.778,0.778,1
"Gm16183",0.764925626729793,-0.00885161221782438,0.222,0.333,1
"Nipsnap3b",0.764952483092449,0.120542289243661,1,1,1
"A830009L08Rik",0.764984261640953,-0.00847316011920629,0.444,0.556,1
"Spsb1",0.7650388748645,0.0377357416785027,1,1,1
"Cdk5r1",0.76513923756507,0.0161814710547388,0.889,1,1
"Fancg",0.765184544641703,0.0303050495369912,1,0.889,1
"AI854703",0.765219859514537,-0.00426301994761547,0.111,0.222,1
"Senp8",0.765269941705479,0.0660821740711399,1,1,1
"Tubgcp5",0.765386444727326,0.110728309027109,1,1,1
"Fkbp2",0.765612647403896,0.0991041980736913,1,1,1
"Vps13c",0.765705560737429,0.0930399161961128,1,1,1
"Crtc2",0.765860794867217,0.0861216411330259,1,1,1
"Tmem51os1",0.765940779406015,0.0195001770248298,0.778,0.889,1
"Setd3",0.765957110334281,0.0973887396478797,1,1,1
"Cmss1",0.765970232587409,0.00931576307564486,1,1,1
"Cc2d1b",0.766059337564328,0.0874942056394856,1,1,1
"Gm49733",0.766120560191178,-0.00613354212803596,0.444,0.444,1
"Cacng1",0.766204060895429,-0.0120222680138968,0.667,0.778,1
"Atad1",0.766205579489118,0.117927885262314,1,1,1
"Me2",0.766279215580392,0.212176944814056,1,1,1
"Gm15751",0.766394754470399,0.0251072502994711,0.333,0.111,1
"Slc36a2",0.766394754470399,0.0251072502994711,0.333,0.111,1
"Unc80",0.766430270327059,0.0248959498159835,0.333,0.111,1
"Kcnj14",0.766617764036055,0.0154140030921956,0.333,0.333,1
"Ephb1",0.766682005245006,-0.0261017619875372,0.889,0.778,1
"4921504A21Rik",0.766774734497829,-0.00760514969348103,0.222,0.333,1
"Gm44731",0.76678173397005,-0.00379075737151258,0.444,0.333,1
"2810403G07Rik",0.766783054186605,-0.00167832641867216,0.222,0.333,1
"Atp23",0.766837491911432,0.0114820059940191,1,1,1
"Sclt1",0.766874401593071,0.0757746853143577,1,1,1
"Gm26597",0.766985719663676,0.00741032170717926,0.222,0.111,1
"Vmn1r196",0.767036216103533,0.011772586709307,0.222,0,1
"Msx2",0.767036216103533,0.011772586709307,0.222,0,1
"Gfm1",0.767062564660491,0.0129133340800593,1,1,1
"Avil",0.767075548401443,0.00335209440058959,0.556,0.556,1
"Olfr114",0.767135362131953,0.0133268042431824,0.222,0,1
"Olfr671",0.767135362522903,0.01520376774985,0.222,0,1
"Olfr813",0.767135362522903,0.01520376774985,0.222,0,1
"Gm49189",0.767135362522903,0.01520376774985,0.222,0,1
"Gm15651",0.767135362522903,0.01520376774985,0.222,0,1
"Chrna7",0.767135363023811,0.0113435295335642,0.222,0,1
"Kirrel3os",0.767135363023811,0.0113435295335642,0.222,0,1
"Slc26a4",0.767135363023811,0.0113435295335642,0.222,0,1
"Gm14902",0.767154224604998,-0.0135962084812342,0.333,0.444,1
"Gm49101",0.767247465444218,0.030126354743409,0.556,0.333,1
"Mknk1",0.767250985094231,0.143160933029415,1,1,1
"Nanog",0.76725392462692,0.00442480282738211,0.333,0.111,1
"Ube2f",0.767309569489127,0.125038209576032,1,1,1
"Fntb",0.767312311992976,0.0469967084194742,1,1,1
"Tmtc2",0.767371756883264,0.0337220523239492,1,1,1
"Rnf219",0.767385678745807,0.0780850140375118,1,1,1
"Gm43566",0.767430295558407,-0.0180491123320183,0.667,0.778,1
"Olfr295",0.767723719080282,0.0176533070412241,0.333,0.111,1
"Gabpb2",0.767786862773041,0.0889165026376586,1,1,1
"4930509G22Rik",0.767804867810359,0.0119930889836666,0.444,0.222,1
"I730030J21Rik",0.767807585743668,0.0249544309021505,0.778,0.778,1
"Gm37696",0.768047901692852,0.00552154390257131,0.222,0.222,1
"Sag",0.768052182098915,0.047519834002073,0.889,0.889,1
"Ifrd1",0.768283981624588,0.239748945806687,1,1,1
"Gsn",0.768311001305185,0.0789317241374727,1,1,1
"Chrne",0.768364724767037,0.0156268407099809,0.333,0.333,1
"Pprc1",0.768400211186451,0.10125828540959,1,1,1
"C330007P06Rik",0.768436239579403,0.0691020366740849,1,1,1
"Agbl2",0.768536009105041,0.00833432887393437,0.333,0.111,1
"Larp1b",0.768541899966291,0.0711834214505185,1,1,1
"Grm5",0.768545183652273,0.00600245923846243,0.333,0.111,1
"2700097O09Rik",0.76857044545086,-0.0189692780450379,1,1,1
"1110038B12Rik",0.768581157738302,0.050585734402292,1,1,1
"Klk1b11",0.76864295415048,-0.0618196180457078,0.667,0.778,1
"Arg2",0.768672931295203,-0.0956881563781775,0.889,1,1
"Gm43463",0.768751818571043,-0.0114630812833516,0.444,0.444,1
"Gm31834",0.768834162004533,0.00797483232037788,0.444,0.444,1
"Ggps1",0.768969450032321,-0.00249435291834499,1,1,1
"Olfr1295",0.769094554350712,0.0275720080740722,0.333,0.111,1
"Cgrrf1",0.769169702770288,0.0650136268787631,1,1,1
"Nudt16",0.769221240672241,0.0266185058975956,1,1,1
"Gck",0.769332155145395,0.0279901376165217,0.333,0.111,1
"Gm50070",0.769357074628277,-0.00697555060377919,0.222,0.333,1
"Ccdc78",0.769501212734318,0.0104036480439325,0.222,0.111,1
"Cox8b",0.769653843437379,-0.037591234211972,1,0.667,1
"Eif1a",0.769775498555566,0.089363076932898,1,1,1
"Tubb4b",0.769945319258145,-0.0949257895004494,1,1,1
"Gm27022",0.769985305327543,0.0144368200293172,0.444,0.444,1
"Rrad",0.770006974905449,0.182158481484361,1,1,1
"Fam214a",0.770071739652988,0.0260618143844502,1,1,1
"Emp3",0.770126998289901,0.192832925837564,1,1,1
"Il34",0.77024969818318,-0.0361812387993519,0.667,0.667,1
"Gm49519",0.770258020787067,0.00595736967458294,0.333,0.111,1
"Gm35769",0.770258020787067,0.00595736967458294,0.333,0.111,1
"Dmbt1",0.77029150422055,0.213783582359379,0.778,0.667,1
"Gm15631",0.770672511703587,0.0185557681061717,0.444,0.222,1
"Aldh1l1",0.770700229586807,0.0526133085769147,0.889,1,1
"Prcd",0.770844843238132,0.0265288896036768,0.778,0.889,1
"Ube2m",0.770884552548816,0.0916233752733984,1,1,1
"Olfr1039",0.770904418409288,0.0180337897911036,0.333,0,1
"Gm42938",0.770904418409288,0.0180337897911036,0.333,0,1
"Gm13003",0.770904418409288,0.0180337897911036,0.333,0,1
"Olfr666",0.770904418409288,0.0180337897911036,0.333,0,1
"Mst1",0.770904418409288,0.0180337897911036,0.333,0,1
"Gm15915",0.770904418409288,0.0180337897911036,0.333,0,1
"4930505N22Rik",0.770904418409288,0.0180337897911036,0.333,0,1
"Hic1",0.770954405603272,-0.0288254809414057,1,1,1
"Trpm6",0.77100338078953,0.000987923898607246,0.444,0.444,1
"Calm3",0.771031800943524,0.0355246771196178,1,1,1
"Gm15594",0.771124804245621,-0.0164223941587665,0.333,0.556,1
"Olfr802",0.771136434384235,0.0047048020182201,0.111,0.222,1
"Cdyl2",0.771187446723022,0.0436744535270983,1,0.889,1
"Rbm20",0.771233072234154,0.0164180779778391,0.556,0.333,1
"Sugct",0.771316334950954,0.018890785717498,0.889,1,1
"Ptcd3",0.771427635340386,0.034892079550727,1,1,1
"Foxn2",0.771627877757462,0.101843865818204,1,1,1
"Mansc4",0.771656746698575,-0.0234646596649353,0.556,0.333,1
"Sytl5",0.771686235591494,0.0114025360374734,0.222,0,1
"Nxpe4",0.771691778547775,0.0758692468853324,1,1,1
"4930568A12Rik",0.771692778658327,-0.000662683531529762,0.556,0.667,1
"Mrpl22",0.771696448164543,0.0253173899247863,1,1,1
"Mterf1b",0.771740974350197,-0.0155801067672319,0.556,0.667,1
"Iscu",0.771816533131986,0.0474453753448226,1,1,1
"Prr12",0.771857542192995,0.0657507192880211,1,1,1
"Zranb2",0.771879902777579,0.00321671901163592,1,1,1
"Amz2",0.77189191104959,0.0340108398434291,1,1,1
"Cdh6",0.772018967217731,0.0210014062867003,0.556,0.444,1
"Aldh5a1",0.772068576014816,0.0104575473584361,1,1,1
"Pcid2",0.772076382222881,0.028904899032526,1,1,1
"Thegl",0.772091878157814,0.0178203665004619,0.333,0,1
"Klhl38",0.772091878157814,0.0178203665004619,0.333,0,1
"Sp7",0.772091878157814,0.0178203665004619,0.333,0,1
"Olfr93",0.772091878157814,0.0178203665004619,0.333,0,1
"Mettl3",0.772113784608883,0.0490047160754319,1,1,1
"Zfp113",0.772209418020797,-0.00729443876098212,1,1,1
"Mrap",0.7723964507746,0.014855544402284,0.444,0.444,1
"Dse",0.772397055272484,0.181020075618095,1,1,1
"Nap1l1",0.772437374682369,0.0475305227796479,1,1,1
"Gm15708",0.772532544891666,-0.0096385343169354,0.778,0.889,1
"Acsl3",0.772582484606929,-0.0501908199568799,1,1,1
"Alg2",0.772625145708505,0.080978079035507,1,1,1
"Sorbs1",0.772661543648827,0.0285909181672301,1,1,1
"Pcdhb9",0.772738764006851,0.0373801558680467,0.889,0.778,1
"Gm12974",0.77287460049175,0.00647701923282229,0.333,0.111,1
"Fam173a",0.772979361385737,0.00884425043107079,1,1,1
"Inhbb",0.773016607914131,-0.138098513805518,1,1,1
"Tfap2a",0.773172183115655,0.0435050679107896,0.889,0.778,1
"Mrps6",0.773231137664734,0.104338228143594,1,1,1
"Phlda2",0.773288730977185,-0.0203599609555933,0.556,0.667,1
"Kbtbd12",0.773404701344719,0.00302262700539924,0.667,0.444,1
"Mgat2",0.773486402259807,0.0490994695130936,1,1,1
"Mamdc4",0.773503436328518,-0.0152512488217882,0.222,0.333,1
"C2",0.773547372570633,0.0625967887620251,1,1,1
"Ctsg",0.773578271130436,0.151949066904469,0.667,0.667,1
"Ankrd23",0.77366909133277,-0.00322206029739336,0.778,1,1
"Mrto4",0.773808417557192,0.0440501894538385,1,1,1
"Gm15337",0.773823679659137,0.0276436932571333,0.667,0.444,1
"Mpzl2",0.773977623927828,0.0343443585850918,1,1,1
"Gm15612",0.774022050559565,0.0109733687782572,0.222,0,1
"Olfr676",0.774022051526596,0.0148345962412479,0.222,0,1
"Krt79",0.774022051526596,0.0148345962412479,0.222,0,1
"Lipo2",0.774022052268213,0.0129571520638834,0.222,0,1
"Gm45016",0.774022052533412,0.0130289242384323,0.222,0,1
"Gm2093",0.774022052533412,0.0130289242384323,0.222,0,1
"Srpx2",0.774022052533412,0.0130289242384323,0.222,0,1
"Dnah10",0.774056300858812,0.00835100730926008,0.222,0.111,1
"Olfr482",0.774111196206217,0.00488559396444765,0.333,0.111,1
"Mboat7",0.774153132996434,0.0917722069472373,1,1,1
"Abca2",0.774197518234482,0.152738424457861,1,1,1
"Rarres2",0.774274535681182,0.0425798436605835,0.889,0.778,1
"Qrsl1",0.774330804008698,0.055381583197939,1,1,1
"Nfs1",0.774349274907976,0.0648111378518603,1,1,1
"Tmco1",0.774430892785661,7.66088584103208e-05,1,1,1
"Wdr11",0.77443828579687,0.0934431374922238,1,1,1
"Decr2",0.774520217589262,-0.00968018457630926,1,1,1
"Gm50323",0.774604339356319,-0.00511142420260535,0.222,0.222,1
"Cdon",0.774614123929517,0.0735443731042,1,1,1
"0610040B10Rik",0.774656429724018,0.088133287751162,1,1,1
"Wipi2",0.774803296486086,0.0307788374299438,1,1,1
"Phf20l1",0.774828062899391,0.086249786645743,1,1,1
"Gm15420",0.774964662660199,0.00362920330519234,0.667,0.889,1
"Cryl1",0.775104418402301,0.0343515695623795,1,1,1
"Lpin2",0.775131519355884,0.0788629247125241,1,1,1
"G2e3",0.775131791553532,0.0253817795578986,1,1,1
"Nlgn2",0.775138621625777,0.0266956247169619,1,1,1
"Slc24a1",0.775157418318836,0.0227089719785503,0.444,0.556,1
"Bnipl",0.775343669799102,0.00671982818354788,0.778,0.556,1
"Papolg",0.77536583204421,0.0369678347643685,1,1,1
"Gm536",0.775415634555036,0.00328060795796326,0.222,0.222,1
"AU040972",0.775419279361131,0.0168568934462874,0.222,0.111,1
"Sema3c",0.775513794701917,-0.0604137555773043,0.889,1,1
"Dhrs1",0.775584717867972,0.136766765298852,1,1,1
"Apoc2",0.775658513371709,0.241726398711865,1,1,1
"Cmas",0.775891984971848,0.0435871448944469,1,1,1
"BC037039",0.775925325978435,-0.0182037867011657,0.667,0.667,1
"Duxbl3",0.776017208130482,0.0170637225052492,0.222,0.111,1
"Rnft1",0.776082921674234,0.0230919779689343,1,1,1
"Bloc1s2",0.77614511038533,0.0515421362069438,1,1,1
"Fbxw10",0.776212581363239,0.00401826618583767,0.778,0.556,1
"Zc2hc1c",0.776215714361963,-0.0415911992756839,0.667,0.667,1
"Mogat2",0.776254609101727,-0.0101128546087672,0.222,0.333,1
"Xrcc2",0.776316538378055,0.0158459392042274,1,1,1
"Lrsam1",0.776383610756402,0.127719920908621,1,1,1
"Nppc",0.776400499849182,-0.00706661025288113,0.333,0.444,1
"Thbs1",0.776421592275751,0.05083446395321,1,1,1
"Zfp46",0.776428008861103,0.00395616783082753,1,1,1
"Gm13348",0.776431336598578,0.0110323904234448,0.222,0,1
"Olfr552",0.776431336598578,0.0110323904234448,0.222,0,1
"Slc7a7",0.776456185623402,0.129221735949151,1,1,1
"Pcdhgb2",0.7765035436412,-0.0111812708826489,0.778,0.889,1
"Nlgn1",0.776504970038426,-0.0156348975435385,0.111,0.111,1
"2700033N17Rik",0.77651581643454,-0.0268905932775563,1,1,1
"Uprt",0.776662811974741,0.0201356057541555,0.889,1,1
"Gm4544",0.776713714506008,-0.00999835908962909,0.444,0.333,1
"Mfn1",0.776931649412742,0.054833506506661,1,1,1
"Kif15",0.776982276438631,0.0820053070007924,1,0.778,1
"Dgkq",0.777097173888662,0.0339400062842898,1,1,1
"Cdk2ap1",0.777229510416248,0.0726627690736872,1,1,1
"Ube2i",0.777330258109521,0.0540479404181123,1,1,1
"Pum2",0.777387460296272,0.0876273546975295,1,1,1
"Tmem43",0.777411119283728,0.0702608542943515,1,1,1
"Crk",0.777441910278047,0.0571923413099722,1,1,1
"1810010H24Rik",0.777572760173457,0.0191118113138979,1,0.889,1
"Tbc1d9",0.777575666364171,0.188491051826501,1,1,1
"Olfr677",0.777588544141224,0.00884025699163349,0.333,0.111,1
"Mcpt8",0.777602272513191,0.034433826984082,0.111,0.111,1
"Gm19461",0.777817968458298,-0.0165852843519154,0.222,0.222,1
"Acad10",0.777905255116691,0.0117704198680091,0.889,0.889,1
"4932412D23Rik",0.777977893202897,0.0231247024306005,0.222,0,1
"Gm4952",0.778010315111629,-0.0135010893284586,0.111,0.333,1
"Trub2",0.778054132594767,0.0731133271242341,1,1,1
"Sdc1",0.778141887557534,0.019045276522295,1,1,1
"Inafm1",0.778260666879167,0.0442106036062149,1,1,1
"Spred1",0.77828237195188,0.106083194469022,1,1,1
"Pex11b",0.778328754989779,0.00805982953044992,1,1,1
"Dbn1",0.778366796966424,0.0318688339665449,0.889,1,1
"Cobll1",0.778399917450872,0.168170006172626,1,1,1
"Gm47112",0.77861936496218,0.0160170177047729,0.667,0.667,1
"Ndufs6",0.778673858545755,0.0085154548887118,1,1,1
"1810058N15Rik",0.77868668583748,-0.018687704287208,0.444,0.333,1
"A630089N07Rik",0.778695268594299,0.0129297254112122,1,1,1
"Dnd1",0.778703983887378,-0.0114320789647362,0.667,0.778,1
"Prrc2c",0.778715962771615,0.0330190692015739,1,1,1
"Far1",0.778785842338662,0.158418711592508,1,1,1
"Cnfn",0.778812034729485,0.0112494781154817,0.333,0.222,1
"Oip5",0.778814426235193,0.0136062556725909,0.667,0.333,1
"Gm20513",0.778865469352021,0.0518350431287042,1,1,1
"Pik3c2b",0.779000581554549,-0.0329222779821006,1,1,1
"Gm42917",0.779085076157981,0.0187399566850948,0.222,0.111,1
"Rnf6",0.779092002871106,0.0481565930503679,1,1,1
"Trim65",0.779145662449307,0.0602485929673797,1,1,1
"Ppp2r5d",0.779242697114453,0.067654997945084,1,1,1
"Dusp8",0.779252205217242,0.143162292670165,1,1,1
"Gm47320",0.779261736731607,-0.0107224048328032,0.333,0.444,1
"Rspo1",0.779370153039534,0.0479189353355309,0.889,0.889,1
"Gm37933",0.779415935894063,0.0078646172319945,0.444,0.222,1
"Galt",0.779548306367561,0.113723273873537,1,1,1
"Smc2",0.779579643891317,0.0691042388269145,1,1,1
"Ap5s1",0.779597317839752,-0.0355576318658364,1,1,1
"Gm36660",0.77963900849945,0.0210458199781658,0.444,0.222,1
"Pknox1",0.779712754822197,0.126728957577027,1,1,1
"Nrgn",0.779717109628896,-0.00502908997096263,0.889,1,1
"Stt3b",0.779832574365924,0.103378460001646,1,1,1
"Lhfp",0.780086083668956,0.0467054226646142,1,1,1
"Ankrd28",0.780192738607969,0.0730266752141442,1,1,1
"Adgre5",0.780221219510918,0.227645107596638,1,1,1
"Snapc4",0.780309543479663,0.0182266879907753,1,1,1
"Gm37768",0.780464790943893,0.00241288518311444,0.333,0.333,1
"1700016C15Rik",0.780524212921647,0.00161150824820311,0.667,0.778,1
"Mterf1a",0.780530603367718,0.0439022316535587,1,1,1
"Atp10b",0.780565531412166,0.0521607720816553,1,0.778,1
"Gm13073",0.780718819113775,0.0189621020710371,0.333,0.111,1
"Hgsnat",0.780794326481793,0.15979605086138,1,1,1
"4930553M12Rik",0.780803747522454,0.0242817732416123,0.444,0.222,1
"Ehbp1",0.780894781503125,0.0362299817033058,1,1,1
"Npff",0.78096888048321,0.102312222108854,1,1,1
"Ampd2",0.781000664994482,0.0734049765547704,1,1,1
"4930500F10Rik",0.781060702522307,0.00965972318696462,0.444,0.222,1
"Rtf1",0.781092515374382,0.096063994210557,1,1,1
"Gm45542",0.781206003170394,0.00382633660545606,0.333,0.333,1
"Gm15234",0.781226672196505,0.0116610183185775,0.222,0,1
"Olfr766-ps1",0.781226673021433,0.012564993255245,0.222,0,1
"A430072P03Rik",0.781226673780152,0.0106326317233534,0.222,0,1
"Csnk2a2",0.781268149952834,0.0214139456376571,1,1,1
"Adcyap1",0.781275247801111,0.0106621498184909,0.222,0,1
"Zfp959",0.781283523008765,0.0067842642930307,1,1,1
"Ptpn12",0.781307259137603,0.113178821744389,1,1,1
"Tmcc2",0.781356461417226,0.0636899329212608,1,1,1
"Nhlrc3",0.781384470903008,0.0530031880480377,1,1,1
"Bace1",0.781449433252428,-0.0109037613764364,1,1,1
"Zfp536",0.781508326567303,-0.00362272681290055,0.444,0.333,1
"Zfp763",0.781517006024585,0.00537865659051784,1,1,1
"Ift80",0.78164769366675,0.053083757197836,1,1,1
"Gli1",0.781769861968507,0.0060712192344794,0.333,0.111,1
"Ttc4",0.781846082586733,0.0790346286607362,1,1,1
"Lrwd1",0.781942850516162,0.046440401005734,1,1,1
"Tescl",0.782010610371601,0.00658500857582789,0.333,0.111,1
"Urah",0.78203548331224,-0.11438357502969,0.889,0.889,1
"Ccdc127",0.782100995982963,0.0821111517638604,1,1,1
"1700020L24Rik",0.782111348895539,0.0514025444060469,0.889,0.778,1
"Klra5",0.782215377835821,-0.00846913408577521,0.333,0.333,1
"Pde1a",0.782419386286775,0.00177155666534601,0.333,0.333,1
"Gm49975",0.782469414984345,0.00804157092689106,0.444,0.222,1
"Bora",0.782487616599844,-0.00362432778945543,1,1,1
"Pak6",0.782562411420499,0.0202064174566123,0.667,0.556,1
"Arid1b",0.78261965944256,0.0884459861284808,1,1,1
"4930540M05Rik",0.782650888475863,-0.0118286459301151,0.222,0.333,1
"Adra2c",0.782662052554987,0.00350521103730372,0.333,0.333,1
"Desi1",0.782683056065951,0.016846375442533,1,1,1
"Tlk1",0.782711988213052,0.0970909332103072,1,1,1
"Gm50169",0.782727261451226,0.0261576127374408,0.444,0.333,1
"Rexo5",0.782743518974117,-0.0184040339221734,0.667,0.778,1
"Gnpnat1",0.782770721847441,0.0629239812115965,1,1,1
"Mrps12",0.782777454606775,0.075571344336898,1,1,1
"Olfr683",0.782808623134288,0.0103036156011029,0.333,0.111,1
"Gtpbp10",0.78282740856102,0.0978429090777926,1,1,1
"Gm47941",0.782905606907277,-0.0135971011716869,0.222,0.333,1
"3110070M22Rik",0.782976075359488,-0.0167953625527515,0.556,0.778,1
"Gm13496",0.783374459208359,0.00206654335080536,0.222,0.222,1
"Nckap5los",0.783381573010359,-0.00856549004874552,0.111,0.111,1
"Nup85",0.783385990010336,0.0327678242464828,1,1,1
"Gm10425",0.783386007143848,0.0142026672328446,0.333,0.111,1
"Etfbkmt",0.783397662279704,0.0173677034902373,1,1,1
"Cck",0.783458230660373,0.0360440889477283,0.778,0.556,1
"Ybx2",0.783461149401706,-0.000989460833830336,0.222,0.333,1
"Gpr83",0.783502108502682,-0.0181338868818108,0.222,0.111,1
"Adam33",0.783542266933156,0.0327178293008235,1,1,1
"Cmtm5",0.783835573003462,-0.00327957983886318,0.222,0.222,1
"Gm26826",0.783845839291084,0.0482672994412985,0.889,0.889,1
"Trp53inp2",0.783851501026462,0.153944873224077,1,1,1
"Smad3",0.783922402662734,0.0497843589003102,1,1,1
"Pced1b",0.783960768626939,0.0268417775897758,1,1,1
"Sh2b3",0.783985478660928,0.16240007525856,1,1,1
"Ap4e1",0.784158038830495,0.0125348567758858,1,1,1
"Gm14703",0.784171366068169,-0.00258098723422417,0.333,0.444,1
"C030032O16Rik",0.784240589975155,-0.00867499876938282,0.667,0.556,1
"March9",0.7842496884342,0.0736138136792803,1,1,1
"Gm13012",0.784267716013552,0.0457611724920208,1,1,1
"Josd2",0.784267850455116,0.0259621094698415,1,1,1
"Gm14154",0.784268423739543,0.0427017959308738,0.556,0.444,1
"Rbm3",0.784380914689911,0.0452193290444209,1,1,1
"Arhgdib",0.78452120962839,0.0850271578018036,1,1,1
"Npsr1",0.78452637684047,0.00837224485313204,0.333,0.111,1
"Entpd3",0.784599306978267,0.0121387577297187,0.778,0.778,1
"Hsd17b7",0.784975943854181,0.010976388123046,1,1,1
"Mphosph9",0.78522974920655,0.153110999574834,1,1,1
"Unc5c",0.785243057357911,0.00800816973881258,0.333,0.111,1
"Gm29542",0.785261953819679,0.00641783515975503,0.333,0.111,1
"Bicd2",0.785283094009583,0.081965532763125,1,1,1
"Chat",0.785346942208396,0.0182046521285355,0.333,0.444,1
"Gm10544",0.785380532152513,0.0181549680577855,0.444,0.111,1
"Fis1",0.785476348974581,0.0339543001114047,1,1,1
"Tmem97",0.785539920637499,0.0610027605352159,1,1,1
"Gins4",0.785679819333631,0.0317758570054449,1,1,1
"Ezh1",0.785718249294906,0.0848900684418588,1,1,1
"Gabre",0.785780242599363,0.0120673165631828,0.667,0.667,1
"Clec4d",0.785781412556475,0.189400049033729,1,1,1
"Tada2b",0.785836569367111,0.103014758501403,1,1,1
"Gm41396",0.78599983621107,-0.0168906262305608,0.444,0.222,1
"Prss30",0.786038963170376,0.0137012121927458,1,1,1
"Plcxd1",0.786087982647543,-0.0180620640766871,0.333,0.333,1
"Marc1",0.786132265433386,-0.00982193951797727,0.222,0.333,1
"Pfn2",0.786152875747155,0.0662283175474099,1,1,1
"Gm20659",0.786163370525032,0.0132886212224848,0.333,0.333,1
"Gpr173",0.78622182581226,0.0102918141738439,0.111,0,1
"Gm13049",0.786351545589275,-0.0115311036342538,0.111,0.111,1
"Gm35040",0.786351545589275,-0.0115311036342538,0.111,0.111,1
"Rasgef1b",0.786359973872709,0.282554714240226,1,1,1
"Nadsyn1",0.786361749204369,0.00641917438353135,1,1,1
"Gm16104",0.786603652960623,0.0250005481990421,0.778,0.667,1
"Tfpi2",0.786716556613847,0.0247742967181539,0.778,0.889,1
"6430550D23Rik",0.786758740030587,-0.00636644926429764,0.444,0.556,1
"Gm46658",0.786776153774837,0.00852889175395033,0.333,0.111,1
"Lcmt1",0.786931041736053,0.0431241238807683,1,1,1
"Zswim1",0.786978075083227,0.0387274515681453,1,1,1
"Slc2a12",0.787086522097898,0.021021131268272,0.889,1,1
"Catsperz",0.787195209723517,0.00414304235218177,0.222,0.111,1
"Ildr2",0.78730144238139,-0.00166169363635804,0.778,0.889,1
"Gm39458",0.787329719928687,0.00673354024022776,0.444,0.444,1
"Rarres1",0.787354844170196,-0.0161116734865572,0.444,0.333,1
"Cd96",0.787404404394142,0.00755149201622896,0.333,0.333,1
"Pycrl",0.787420718362995,-0.0207449456777464,1,1,1
"Rgs2",0.787470823803267,0.157588997262243,1,1,1
"Gm13431",0.787673078552197,0.0275258922669286,0.778,0.333,1
"Tkt",0.787833988168002,0.140669367840412,1,1,1
"Dkk3",0.787886173005441,0.0258458580359342,1,0.778,1
"Dolpp1",0.787900862676702,0.0727761196493977,1,1,1
"Cdca5",0.787918310748958,0.0108697077921551,0.667,0.667,1
"Fam227a",0.788234842312344,0.0332840948807105,0.889,0.889,1
"Acat3",0.7883537059136,-0.0100037276447735,0.111,0.222,1
"Spdef",0.788392307754459,0.0134691510886755,0.778,0.556,1
"Gm39121",0.788572186140271,0.0280049776022389,0.333,0.333,1
"Tmem128",0.788695064804471,0.043362871789666,1,1,1
"Fam193a",0.788755594017876,0.143308083803532,1,1,1
"2610507I01Rik",0.788759462948838,0.0737825833627297,1,1,1
"Rdh14",0.788768019454065,0.0609132729830275,1,1,1
"Gm16083",0.788770404791078,0.0119465457927261,0.444,0.222,1
"Lncbate10",0.788896902731711,0.0309212397703456,0.444,0.222,1
"Mup4",0.788934345259136,-0.48334975854914,0.778,0.778,1
"Tspan2",0.788971963033738,0.0419118631827118,1,1,1
"Gm4869",0.789032057218682,0.00296487209088969,0.222,0.222,1
"Gm43660",0.789109551932861,0.0506760468080523,0.556,0.778,1
"Krt80",0.78912042325254,0.0698454443084227,1,1,1
"Gm40614",0.789158460932224,0.00844112743896996,0.333,0.111,1
"Edn2",0.789220692834122,0.0340571981006801,0.889,0.778,1
"Cep135",0.789247884043749,0.126982495892161,1,1,1
"Narf",0.789256596439241,0.0771954766004115,1,1,1
"Atg9b",0.789359867039957,0.012184936281868,1,1,1
"Nckap5",0.78938121752986,0.0279534634073126,0.778,0.667,1
"Ptgs2os2",0.789446670201725,0.00512974833403534,0.667,0.889,1
"Gbgt1",0.789679154536154,-0.00858993230949467,0.556,1,1
"Gsdme",0.789682510566344,0.062156410494409,1,1,1
"Gm26881",0.789692234772029,0.0482317522564406,1,1,1
"Map3k9",0.789742165448073,0.0665279202497056,1,1,1
"Hvcn1",0.789877465989179,0.132881958790691,1,1,1
"Mdn1",0.789917551452301,0.161205262513497,1,1,1
"Mymk",0.79008528297153,0.0122256894560842,0.222,0.222,1
